track_name,artist_names,mood,valence,energy,danceability,tempo
Stay (feat. Maty Noyes),"Kygo, Maty Noyes",energetic,0.378,0.736,0.648,103.027
all of me,21 Savage,happy,0.791,0.805,0.653,159.947
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",happy,0.862,0.811,0.794,116.047
TOES (feat. Lil Baby & Moneybagg Yo),"DaBaby, Lil Baby, Moneybagg Yo",calm,0.542,0.582,0.816,160.004
bad guy,Billie Eilish,calm,0.562,0.425,0.701,135.128
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",calm,0.367,0.578,0.8,143.01
In My Feelings,Drake,calm,0.35,0.626,0.835,91.03
Low,SZA,calm,0.335,0.546,0.698,145.044
Drink About,"Seeb, Dagny",energetic,0.493,0.745,0.624,99.971
Money,Cardi B,calm,0.219,0.59,0.95,130.003
New Again,Kanye West,calm,0.295,0.673,0.679,91.112
Those Eyes,New West,sad,0.243,0.351,0.597,119.948
How Do I Make You Love Me?,The Weeknd,calm,0.636,0.498,0.805,121.006
Electric Love,BØRNS,energetic,0.518,0.797,0.611,120.041
Disco Arranhado - Funk Remix,"Malu, DJ Lucas Beat",happy,0.904,0.725,0.747,129.96
SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",calm,0.476,0.635,0.773,121.879
First Time,"Kygo, Ellie Goulding",calm,0.679,0.592,0.633,90.066
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago PZK",happy,0.755,0.823,0.656,96.474
Don't Come Out The House (with 21 Savage),"Metro Boomin, 21 Savage",sad,0.175,0.35,0.87,74.963
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,calm,0.526,0.373,0.396,125.231
Ciumeira - Ao Vivo,Marília Mendonça,happy,0.765,0.813,0.741,123.842
Depression & Obsession,XXXTENTACION,calm,0.527,0.156,0.769,105.95
Be Alright,Dean Lewis,calm,0.493,0.537,0.551,126.421
Sommergewitter,Pashanim,calm,0.721,0.531,0.787,91.996
Famous,Mason Ramsey,energetic,0.564,0.815,0.534,159.848
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",happy,0.872,0.831,0.79,124.987
Champagne Poetry,Drake,calm,0.496,0.667,0.423,86.743
Mary On A Cross,Ghost,energetic,0.561,0.9,0.466,130.02
Si No Estás,iñigo quintero,calm,0.524,0.421,0.537,98.224
Money Trees,"Kendrick Lamar, Jay Rock",calm,0.344,0.531,0.716,71.994
American Sports,Arctic Monkeys,energetic,0.594,0.865,0.372,176.689
Aye (feat. Travis Scott),"Lil Uzi Vert, Travis Scott",calm,0.121,0.604,0.777,111.998
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",calm,0.156,0.671,0.684,88.048
Payday (feat. Young Thug),"Doja Cat, Young Thug",energetic,0.558,0.707,0.619,168.995
Lot to Learn,Luke Christopher,happy,0.666,0.852,0.422,82.914
Kids See Ghosts,"KIDS SEE GHOSTS, Yasiin Bey",calm,0.338,0.682,0.841,94.985
Baby,"Amenazzy, Nicky Jam, Farruko",energetic,0.582,0.71,0.7,167.971
Who's Laughing Now,Ava Max,calm,0.505,0.641,0.648,184.021
DEJA VU,"Luan Santana, Ana Castela",calm,0.468,0.573,0.572,141.935
VVS,"Peso Pluma, Edgardo Nuñez, Los Dareyes De La Sierra",happy,0.862,0.729,0.632,110.238
Paint The Town Red,Doja Cat,calm,0.732,0.538,0.868,99.968
I Love Me,Demi Lovato,calm,0.713,0.561,0.664,150.093
six thirty,Ariana Grande,calm,0.434,0.516,0.739,120.109
Sick Boy,The Chainsmokers,calm,0.462,0.58,0.548,180.066
DHL,Frank Ocean,sad,0.232,0.458,0.819,122.981
Cherry,Harry Styles,calm,0.411,0.512,0.53,95.946
Going Bad (feat. Drake),"Meek Mill, Drake",calm,0.544,0.496,0.889,86.003
Merry Christmas Everyone,Shakin' Stevens,happy,0.962,0.909,0.541,203.862
His & Hers (feat. Don Toliver & Lil Uzi Vert),"Internet Money, Gunna, Don Toliver, Lil Uzi Vert",energetic,0.408,0.707,0.792,134.997
Modern Day,Migos,calm,0.512,0.629,0.87,134.944
Tick Tock,Joji,happy,0.613,0.613,0.781,80.53
All The Stars (with SZA),"Kendrick Lamar, SZA",calm,0.536,0.642,0.532,193.016
Let's Go 4,"Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7",happy,0.866,0.631,0.782,113.427
One Call,Gunna,sad,0.188,0.481,0.861,146.992
CANTARES DE NAVIDAD,Trio Vegabajeño,calm,0.962,0.523,0.764,118.671
Crown,Kendrick Lamar,sad,0.162,0.245,0.355,173.329
A Thousand Bad Times,Post Malone,energetic,0.317,0.732,0.632,159.0
SCIENTIST,TWICE,happy,0.649,0.858,0.786,112.999
Waste It On Me (feat. BTS),"Steve Aoki, BTS",calm,0.466,0.684,0.669,96.097
Unstoppable,Sia,energetic,0.26,0.779,0.468,173.799
SAOKO,ROSALÍA,happy,0.734,0.768,0.827,99.988
Ice Cream (with Selena Gomez),"BLACKPINK, Selena Gomez",happy,0.904,0.729,0.79,159.989
Clouded,Brent Faiyaz,calm,0.581,0.344,0.583,65.203
Yonaguni,Bad Bunny,calm,0.44,0.648,0.644,179.951
Stunnin' (feat. Harm Franklin) (Explicit),"Curtis Waters, Harm Franklin",happy,0.937,0.685,0.885,99.954
Recairei - Ao Vivo,Os Barões Da Pisadinha,happy,0.939,0.937,0.582,168.096
Sick Boy,The Chainsmokers,calm,0.462,0.58,0.548,180.066
Feeling,Juice WRLD,calm,0.563,0.515,0.712,160.0
Tides,Ed Sheeran,energetic,0.427,0.825,0.631,129.942
Sad Song (feat. TINI),"Alesso, TINI",calm,0.55,0.693,0.734,110.021
Love Someone,Lukas Graham,sad,0.274,0.415,0.55,172.065
MIDDLE CHILD,J. Cole,calm,0.463,0.364,0.837,123.984
Eat Your Young,Hozier,calm,0.346,0.587,0.553,90.018
Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",happy,0.632,0.81,0.813,93.005
Milionària,ROSALÍA,calm,0.906,0.574,0.857,116.008
sneaky,21 Savage,calm,0.312,0.686,0.742,155.036
Softcore,The Neighbourhood,calm,0.37,0.568,0.575,93.986
Too Late,The Weeknd,energetic,0.226,0.863,0.638,120.077
Leão,Marília Mendonça,happy,0.794,0.865,0.743,129.999
Dans l'espace (feat. Heuss l'Enfoiré),"Gambi, Heuss L'enfoiré",calm,0.7,0.57,0.916,110.05
Mac 10 (feat. Lil Baby & Lil Duke),"Trippie Redd, Lil Baby, Lil Duke",happy,0.824,0.619,0.787,124.09
The Git Up,Blanco Brown,happy,0.811,0.678,0.847,97.984
Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",calm,0.445,0.63,0.749,122.03
ALMAS GEMELAS,Myke Towers,happy,0.716,0.745,0.793,94.979
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",happy,0.809,0.655,0.81,150.002
Be Mine,Ofenbach,calm,0.507,0.666,0.779,123.024
It'll Be Okay,Shawn Mendes,sad,0.0666,0.286,0.398,78.262
Billie Bossa Nova,Billie Eilish,calm,0.549,0.389,0.895,110.023
My Oasis (feat. Burna Boy),"Sam Smith, Burna Boy",sad,0.381,0.474,0.691,143.783
White Sand,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",calm,0.402,0.591,0.827,142.113
Standing Next to You,Jung Kook,happy,0.816,0.809,0.711,106.017
BREAK MY SOUL,Beyoncé,happy,0.853,0.887,0.687,114.941
Do Not Disturb,Drake,calm,0.454,0.693,0.618,170.982
Is That For Me,"Alesso, Anitta",energetic,0.567,0.784,0.761,104.992
ceilings,Lizzy McAlpine,sad,0.261,0.322,0.516,148.005
Rudolph The Red-Nosed Reindeer,Dean Martin,calm,0.857,0.201,0.478,136.471
Die For You,The Weeknd,calm,0.508,0.525,0.586,133.629
Con La Brisa,"Foudeqush, Ludwig Göransson",sad,0.242,0.429,0.608,113.818
FEEL.,Kendrick Lamar,energetic,0.553,0.798,0.746,109.968
El Farsante,Ozuna,energetic,0.325,0.732,0.753,120.056
Have You Ever Seen The Rain,Creedence Clearwater Revival,happy,0.774,0.697,0.741,116.109
Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,happy,0.619,0.744,0.72,78.953
Thriller,Michael Jackson,happy,0.783,0.687,0.771,118.392
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump, Swae Lee, Maluma",energetic,0.288,0.723,0.703,104.969
SPIT IN MY FACE!,ThxSoMch,happy,0.641,0.773,0.736,94.138
Der Bratan bleibt der gleiche,Capital Bra,happy,0.672,0.704,0.612,96.015
Love on Me,"Galantis, Hook N Sling",happy,0.674,0.906,0.562,124.146
Red Room,Offset,calm,0.517,0.559,0.936,112.339
At My Worst,Pink Sweat$,calm,0.667,0.415,0.813,91.921
Calling My Spirit,Kodak Black,calm,0.74,0.366,0.91,119.985
do re mi,blackbear,calm,0.164,0.605,0.745,110.979
Batom de Cereja - Ao Vivo,Israel & Rodolffo,happy,0.798,0.908,0.606,171.966
LOST,"NF, Hopsin",energetic,0.451,0.912,0.637,116.919
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",happy,0.835,0.723,0.904,145.013
Chloraseptic (feat. Phresher),"Eminem, PHresher",energetic,0.381,0.749,0.894,132.06
Still Learning,Halsey,calm,0.317,0.661,0.708,102.046
Jerusalema (feat. Nomcebo Zikode),"Master KG, Nomcebo Zikode",calm,0.827,0.483,0.88,124.009
Botella Tras Botella,"Gera MX, Christian Nodal",calm,0.69,0.546,0.727,106.891
Homicide (feat. Eminem),"Logic, Eminem",happy,0.77,0.759,0.694,140.055
Master Of Puppets,Metallica,energetic,0.56,0.836,0.543,105.173
Love Me Again,V,calm,0.363,0.607,0.633,74.029
Dance Monkey,Tones And I,calm,0.514,0.587,0.824,98.029
I Can't Save You (Interlude) [with Future & feat. Don Toliver],"Metro Boomin, Future, Don Toliver",energetic,0.309,0.727,0.668,143.083
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap, Rauw Alejandro",calm,0.592,0.646,0.784,127.942
Shape of You - Stormzy Remix,"Ed Sheeran, Stormzy",happy,0.789,0.674,0.609,127.656
Having Our Way (feat. Drake),"Migos, Drake",calm,0.221,0.538,0.927,125.983
Enséñame a Bailar,Bad Bunny,happy,0.77,0.789,0.81,105.009
Love Me More,Trippie Redd,calm,0.247,0.539,0.638,83.381
En El Radio Un Cochinero,Victor Cibrian,happy,0.965,0.623,0.696,154.028
Lose You,Drake,calm,0.378,0.583,0.526,89.837
Never Felt So Alone,Labrinth,sad,0.363,0.409,0.436,98.357
"Belly, The Weeknd - Die For It (ft. Nas)","Belly, The Weeknd, Nas",sad,0.193,0.492,0.657,97.107
Keep Driving,Harry Styles,calm,0.902,0.479,0.721,164.948
Interlude : Shadow,BTS,energetic,0.141,0.798,0.385,149.756
illicit affairs,Taylor Swift,calm,0.46,0.31,0.559,119.845
DAYWALKER! (feat. CORPSE),"mgk, CORPSE",energetic,0.497,0.922,0.632,88.972
TQM,Fuerza Regida,happy,0.964,0.858,0.787,125.093
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",energetic,0.462,0.896,0.495,146.04
EASY,LE SSERAFIM,happy,0.602,0.7,0.744,165.004
Lonely Together (feat. Rita Ora),"Avicii, Rita Ora",calm,0.272,0.666,0.655,102.977
The Search,NF,energetic,0.39,0.786,0.789,119.957
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",happy,0.912,0.87,0.635,92.999
Rompe La Dompe,"Peso Pluma, Junior H, Oscar Maydon",happy,0.759,0.642,0.757,130.098
Wasting Angels (with The Kid LAROI),"Post Malone, The Kid LAROI",sad,0.367,0.43,0.583,84.967
Better,Khalid,calm,0.112,0.586,0.695,98.035
Jet Lag (feat. Young Scooter),"Future, Juice WRLD, Young Scooter",calm,0.493,0.458,0.81,125.049
Jump (with Trippie Redd),"Julia Michaels, Trippie Redd",calm,0.507,0.547,0.654,173.981
Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",calm,0.595,0.67,0.781,127.99
I Like Me Better,Lauv,calm,0.419,0.505,0.752,91.97
200 km/h,Apache 207,calm,0.413,0.67,0.899,148.065
Cheirosa - Ao Vivo,Jorge & Mateus,happy,0.714,0.87,0.528,152.37
White Mustang,Lana Del Rey,sad,0.265,0.462,0.652,114.932
Hey Ya!,Outkast,happy,0.965,0.974,0.727,79.526
Devil Don’t Know,Morgan Wallen,calm,0.323,0.664,0.53,125.002
Want You Back,5 Seconds of Summer,energetic,0.589,0.873,0.608,98.009
PARASAIL (feat. Yung Lean & Dave Chappelle),"Travis Scott, Yung Lean, Dave Chappelle",sad,0.208,0.395,0.361,75.923
Race My Mind,Drake,happy,0.783,0.635,0.488,174.072
mad woman,Taylor Swift,calm,0.506,0.699,0.592,141.916
Liberdade (Quando o Grave Bate Forte),"Alok, Mc Don Juan, Dj GBR",energetic,0.432,0.789,0.81,129.988
Arson,j-hope,energetic,0.265,0.798,0.938,99.992
Rain,The Script,calm,0.611,0.586,0.689,93.02
In My Blood,Shawn Mendes,energetic,0.487,0.712,0.622,140.025
In the morning,ITZY,happy,0.711,0.814,0.847,140.057
asmr,21 Savage,calm,0.161,0.543,0.84,170.067
Sweater Weather,The Neighbourhood,energetic,0.398,0.807,0.612,124.053
Is There More,Drake,calm,0.514,0.538,0.636,83.508
Follow God,Kanye West,energetic,0.434,0.9,0.529,180.291
Diamonds (feat. Capital Bra),"Summer Cem, Capital Bra",sad,0.347,0.495,0.763,154.794
Flex (feat. Juice WRLD),"Polo G, Juice WRLD",calm,0.35,0.673,0.752,164.009
Never Go Back,Dennis Lloyd,happy,0.733,0.653,0.421,78.6
ON,BTS,energetic,0.438,0.817,0.583,105.936
Careless Whisper,George Michael,calm,0.801,0.545,0.583,153.249
Peak,Drake,sad,0.272,0.217,0.689,92.007
Coração Cachorro,"Avine Vinny, Matheus Fernandes",happy,0.691,0.758,0.739,151.924
In My Head,Juice WRLD,calm,0.35,0.548,0.633,160.011
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",sad,0.118,0.339,0.743,203.927
Bad Liar,Imagine Dragons,calm,0.0827,0.637,0.383,177.913
Te Amo,"Piso 21, Paulo Londra",happy,0.63,0.724,0.849,98.005
Moon,Kanye West,sad,0.254,0.236,0.319,162.351
ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",happy,0.728,0.83,0.61,182.162
Happier,Ed Sheeran,sad,0.236,0.385,0.522,89.792
Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",calm,0.683,0.531,0.755,177.951
Earth,Lil Dicky,happy,0.676,0.664,0.694,95.941
Again (feat. XXXTENTACION),"Noah Cyrus, XXXTENTACION",energetic,0.203,0.738,0.664,119.973
"Nicki Nicole: Bzrp Music Sessions, Vol. 13","Bizarrap, Nicki Nicole",sad,0.391,0.471,0.81,75.003
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",calm,0.522,0.518,0.761,133.976
Santa Baby,Kylie Minogue,calm,0.415,0.384,0.675,86.953
COMMANDO (feat. G-Eazy),"Logic, G-Eazy",sad,0.142,0.486,0.845,77.028
Chance,Paulo Londra,sad,0.216,0.463,0.721,137.915
Venom - Music From The Motion Picture,Eminem,energetic,0.46,0.794,0.749,135.959
Out of Time,The Weeknd,happy,0.838,0.76,0.65,93.057
BABY HELLO,"Rauw Alejandro, Bizarrap",happy,0.842,0.892,0.773,130.007
Nummer unterdrückt,"Bonez MC, RAF Camora",happy,0.773,0.749,0.812,139.962
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,"Os Barões Da Pisadinha, Jorge",happy,0.913,0.932,0.593,171.977
2step,Ed Sheeran,happy,0.632,0.661,0.763,95.002
MIC Drop,BTS,energetic,0.541,0.889,0.667,169.959
On God,Kanye West,energetic,0.393,0.886,0.41,72.577
LLYLM,ROSALÍA,calm,0.555,0.634,0.555,170.228
Gone Girl,SZA,calm,0.418,0.439,0.428,150.007
Criminal,"NATTI NATASHA, Ozuna",happy,0.822,0.806,0.816,79.987
Nerdesin,Ezhel,happy,0.81,0.696,0.816,100.004
Tunnel Vision (Outro),Pop Smoke,happy,0.659,0.66,0.718,142.879
BLIND (feat. Young Thug),"DaBaby, Young Thug",happy,0.754,0.679,0.709,162.973
PUNTO 40,"Rauw Alejandro, Baby Rasta",energetic,0.201,0.826,0.873,106.972
Merry Christmas Everyone,Shakin' Stevens,happy,0.96,0.904,0.534,202.899
Callaita,"Bad Bunny, Tainy",calm,0.244,0.624,0.61,176.169
Someone You Loved,Lewis Capaldi,calm,0.446,0.405,0.501,109.891
Donda,Kanye West,calm,0.428,0.491,0.534,105.989
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",calm,0.578,0.476,0.793,129.992
enough for you,Olivia Rodrigo,sad,0.269,0.259,0.638,88.485
911,Sech,happy,0.744,0.655,0.795,93.029
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,sad,0.31,0.336,0.697,82.029
My My My!,Troye Sivan,calm,0.462,0.479,0.699,102.959
Allein sein,Ufo361,calm,0.392,0.588,0.774,75.978
Wishing Well,Juice WRLD,calm,0.0804,0.613,0.65,149.972
rockstar (feat. 21 Savage),"Post Malone, 21 Savage",calm,0.12,0.532,0.578,159.784
2step (feat. Lil Baby),"Ed Sheeran, Lil Baby",calm,0.477,0.643,0.693,95.055
Tranquility Base Hotel & Casino,Arctic Monkeys,happy,0.781,0.835,0.584,142.2
Thunder,"Gabry Ponte, LUM!X, Prezioso",energetic,0.403,0.896,0.67,101.216
Blue,V,sad,0.277,0.442,0.735,128.013
Stir Fry,Migos,energetic,0.508,0.816,0.817,181.982
La Bebe - Remix,"Yng Lvcas, Peso Pluma",calm,0.559,0.479,0.812,169.922
Run,OneRepublic,happy,0.673,0.72,0.682,117.003
ATM,J. Cole,sad,0.351,0.498,0.772,81.817
Tell The Vision (feat. Kanye West & Pusha T),"Pop Smoke, Kanye West, Pusha T",happy,0.678,0.686,0.662,143.971
Save Me,XXXTENTACION,sad,0.191,0.204,0.731,142.141
Kids in Love (feat. The Night Game),"Kygo, The Night Game",calm,0.236,0.67,0.497,121.826
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",happy,0.717,0.857,0.676,149.981
Jettski Grizzley (feat. Lil Pump),"Tee Grizzley, Lil Pump",energetic,0.381,0.878,0.875,100.042
Ela,Reynmen,calm,0.533,0.577,0.762,130.08
God's Plan,Drake,sad,0.35,0.449,0.754,77.167
Violent Crimes,Kanye West,sad,0.04,0.417,0.665,110.111
Rich & Sad,Post Malone,calm,0.285,0.571,0.599,151.974
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),"Pitbull, J Balvin, Camila Cabello",energetic,0.518,0.962,0.489,104.563
You Are The Reason,Calum Scott,sad,0.199,0.234,0.329,170.466
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"Mariah Carey, Ariana Grande, Jennifer Hudson",happy,0.849,0.938,0.648,78.496
Metro Spider (with Young Thug),"Metro Boomin, Young Thug",energetic,0.245,0.734,0.709,143.087
Nonstop,Drake,calm,0.455,0.405,0.909,154.984
Shallow,"Lady Gaga, Bradley Cooper",sad,0.323,0.385,0.572,95.799
∞ LOVE (feat. Guè),"Marracash, Guè",energetic,0.307,0.828,0.726,125.002
Por las Noches,Peso Pluma,calm,0.392,0.595,0.807,92.491
You Wouldn't Understand,Juice WRLD,energetic,0.118,0.748,0.724,158.04
Yellow Hearts,Ant Saunders,calm,0.695,0.438,0.866,129.039
Something In The Way,Nirvana,sad,0.0643,0.225,0.426,104.506
Big Body Benz,Bonez MC,sad,0.311,0.451,0.884,94.024
Eyes Closed,Halsey,calm,0.0397,0.684,0.581,129.966
Bläulich,Apache 207,energetic,0.212,0.704,0.79,154.007
Take on Me,a-ha,happy,0.876,0.902,0.573,84.412
KU LO SA - A COLORS SHOW,Oxlade,happy,0.793,0.655,0.649,92.9
BRABA,Luísa Sonza,happy,0.663,0.689,0.811,144.015
Anyone,Justin Bieber,calm,0.578,0.521,0.685,115.885
Roses - Imanbek Remix,"SAINt JHN, Imanbek",happy,0.894,0.721,0.785,121.962
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",calm,0.45,0.671,0.684,179.987
Mother's Daughter,Miley Cyrus,energetic,0.528,0.865,0.681,91.017
Believe,Eminem,sad,0.114,0.488,0.886,130.064
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",calm,0.391,0.618,0.856,81.993
My Bad,Khalid,calm,0.367,0.578,0.577,84.963
AMERICA HAS A PROBLEM,Beyoncé,calm,0.108,0.614,0.789,126.035
Capsize,"FRENSHIP, Emily Warren",energetic,0.355,0.708,0.683,92.991
Beautiful Girl,Luciano,calm,0.607,0.412,0.839,139.901
Screw Juice,Juice WRLD,calm,0.515,0.528,0.595,150.073
Greatest,Eminem,energetic,0.367,0.737,0.809,80.025
El Préstamo,Maluma,happy,0.717,0.74,0.74,93.95
God's Plan,Drake,sad,0.373,0.448,0.758,77.176
365,"Zedd, Katy Perry",calm,0.248,0.693,0.745,98.039
Cuando Te Besé,"Becky G, Paulo Londra",energetic,0.295,0.732,0.772,100.048
Met Gala (feat. Offset),"Gucci Mane, Offset",calm,0.352,0.587,0.817,140.062
High End (feat. Future & Young Thug),"Chris Brown, Future, Young Thug",calm,0.0636,0.503,0.725,153.047
Blem,Drake,calm,0.375,0.535,0.726,98.067
No Limit,"G-Eazy, A$AP Rocky, Cardi B",energetic,0.405,0.771,0.838,175.957
love nwantiti (ah ah ah),CKay,energetic,0.533,0.739,0.727,93.005
Naughty List (with Dixie),"Liam Payne, Dixie",happy,0.704,0.771,0.619,81.966
Come & Go (with Marshmello),"Juice WRLD, Marshmello",energetic,0.535,0.814,0.625,144.991
Rebota,Guaynaa,happy,0.918,0.911,0.796,180.128
IDGAF (feat. Yeat),"Drake, Yeat",calm,0.138,0.67,0.663,136.952
Ain’t That Some,Morgan Wallen,happy,0.671,0.803,0.641,121.086
I Think He Knows,Taylor Swift,calm,0.416,0.366,0.897,100.003
All Eyes On Me,JISOO,happy,0.628,0.646,0.779,110.048
Magic In The Hamptons (feat. Lil Yachty),"Social House, Lil Yachty",calm,0.803,0.479,0.769,96.051
Be Careful,Cardi B,calm,0.535,0.568,0.82,152.279
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",happy,0.639,0.619,0.878,136.041
Umbrella (with 21 Savage & Young Nudy),"Metro Boomin, 21 Savage, Young Nudy",energetic,0.389,0.788,0.822,111.016
Hand Me Downs,Mac Miller,sad,0.336,0.33,0.677,68.985
Ride,Twenty One Pilots,energetic,0.566,0.713,0.645,74.989
Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",calm,0.549,0.383,0.652,145.765
Easy Love,Lauv,sad,0.229,0.481,0.745,137.001
mop (feat. Young Thug),"Gunna, Young Thug",calm,0.399,0.575,0.878,144.918
Spin Bout U,"Drake, 21 Savage",energetic,0.203,0.701,0.773,129.963
Hope,XXXTENTACION,sad,0.225,0.457,0.592,146.04
To Die For,Sam Smith,sad,0.307,0.361,0.483,171.649
Heaven and Hell,Kanye West,sad,0.268,0.422,0.764,82.986
Good Old Days (feat. Kesha),"Macklemore, Kesha",calm,0.268,0.51,0.712,122.964
Dark Queen,Lil Uzi Vert,calm,0.2,0.606,0.747,155.055
Jumbotron Shit Poppin,Drake,calm,0.319,0.575,0.799,99.026
Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",calm,0.892,0.483,0.825,139.98
Feather,Sabrina Carpenter,happy,0.836,0.686,0.787,123.51
Broke In A Minute,Tory Lanez,happy,0.802,0.7,0.929,120.009
Danza Kuduro,"Don Omar, Lucenzo",happy,0.878,0.915,0.4,88.917
Push My Luck,The Chainsmokers,calm,0.53,0.643,0.584,90.036
Due Vite,Marco Mengoni,calm,0.133,0.541,0.635,116.938
Cake By The Ocean,DNCE,happy,0.912,0.764,0.774,118.997
Autre monde,PNL,sad,0.119,0.452,0.501,134.778
I Hate U,SZA,sad,0.376,0.417,0.533,106.534
Sundress,A$AP Rocky,happy,0.743,0.707,0.721,125.005
Here's Your Perfect,Jamie Miller,calm,0.424,0.454,0.558,113.12
That Way - Bonus Track,Lil Uzi Vert,calm,0.504,0.598,0.712,130.007
Love On The Brain,Rihanna,calm,0.378,0.637,0.509,172.006
Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",happy,0.892,0.762,0.684,172.009
Skechers,DripReport,sad,0.274,0.327,0.903,100.008
Memories,Maroon 5,calm,0.575,0.32,0.764,91.019
MORE & MORE,TWICE,energetic,0.562,0.841,0.739,106.99
Super Gremlin,Kodak Black,sad,0.106,0.414,0.825,72.993
Ascension (feat. Vince Staples),"Gorillaz, Vince Staples",energetic,0.519,0.905,0.676,152.186
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii, Nicky Romero",happy,0.638,0.79,0.509,127.946
Deutschland,Rammstein,energetic,0.237,0.895,0.521,120.117
Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza, Rebecca",happy,0.605,0.73,0.826,150.134
If I Can't Have You,Shawn Mendes,happy,0.87,0.823,0.691,123.935
GIVENCHY,Duki,calm,0.377,0.619,0.607,102.974
chaotic,Tate McRae,sad,0.318,0.382,0.412,81.493
Butter,BTS,calm,0.695,0.459,0.759,109.997
Mi Niña,"Wisin, Myke Towers, Los Legendarios",happy,0.791,0.821,0.823,99.999
Portland,"Drake, Quavo, Travis Scott",sad,0.35,0.443,0.925,136.078
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,calm,0.244,0.662,0.634,90.011
Woman Like Me,Adele,sad,0.329,0.37,0.594,145.601
"Thunderclouds (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",energetic,0.507,0.716,0.691,112.035
The Other Side,"Hugh Jackman, Zac Efron",energetic,0.31,0.795,0.638,153.99
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",happy,0.698,0.665,0.751,95.239
You,"Regard, Troye Sivan, Tate McRae",calm,0.514,0.695,0.691,106.064
Auto Blu,"Shiva, Eiffel 65",happy,0.653,0.783,0.82,130.015
Escápate Conmigo (feat. Ozuna),"Wisin, Ozuna",happy,0.754,0.864,0.747,92.028
